CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
DLBAJ71,A.P. NO. X,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.315380,24.054960,2020,170.94,Alta,2004,Dudosa para riego,,1433.8,Cultivos con manejo especial,Ligeramente salobres,0.2781,Baja,606.767,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,7.321045,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0655,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ72,POZO NO. XI (ANTES A.P. XI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.319630,24.046360,2020,138.75,Media,2105,Dudosa para riego,,1780,Cultivos con manejo especial,Ligeramente salobres,<0.2,Baja,616.714,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,7.406388,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.002,Potable - Excelente,0.0863,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ73,POZO NO. XVII,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.328250,24.030100,2020,163.17,Alta,712,Buena para riego,,453.4,Excelente para riego,Potable - Dulce,<0.2,Baja,198.94,Potable - Dura,<1.1,Potable - Excelente,2.785682,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0644,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ74,POZO NO. XXII (ANTES A.P. XXII),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.329110,24.011310,2020,150.96,Alta,680,Buena para riego,,404.8,Excelente para riego,Potable - Dulce,<0.2,Baja,179.046,Potable - Dura,350,Aceptable,2.808599,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.05,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ75,POZO NO. XXIV (ANTES A.P. XXIV),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.351111,23.992694,2020,230.88,Alta,805,Permisible para riego,,471,Excelente para riego,Potable - Dulce,0.226,Baja,230.7704,Potable - Dura,<1.1,Potable - Excelente,2.378314,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0465,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ76,POZO NO. XXVI (ANTES A.P. XXVI),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.372139,23.974250,2020,222,Alta,974,Permisible para riego,,535.6,Cultivos sensibles,Potable - Dulce,0.3068,Baja,230.7704,Potable - Dura,<1.1,Potable - Excelente,1.824558,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.05,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ77,POZO NO. 378-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LA PAZ,POZO,-110.372610,24.053420,2020,168.72,Alta,3690,Indeseable para riego,,2421.2,Cultivos tolerantes,Salobres,<0.2,Baja,1145.4,Muy dura e indeseable usos industrial y domestico,5794,Contaminada,18.525663,No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0578,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,CF,NO3,",SI,NO,NO,NO,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI
DLBAJ79,POZO CLAVE 42,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.926190,23.965890,2020,66.6,Baja,3380,Indeseable para riego,,2884.6,Cultivos tolerantes,Salobres,<0.2,Baja,835.548,Muy dura e indeseable usos industrial y domestico,313,Aceptable,9.016116,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0036,Potable - Excelente,0.1404,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ80,POZO CLAVE 14-R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.905880,23.960040,2020,144.3,Media,4920,Indeseable para riego,,3160.8,Cultivos tolerantes,Salobres,0.2229,Baja,1310.73,Muy dura e indeseable usos industrial y domestico,86,Buena calidad,21.157155,No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0229,Potable - Excelente,1.079,Sin efectos en la salud - Puede dar color al agua,Rojo,"CONDUC,SDT_ra,SDT_salin,DT,FE,NO3,",SI,NO,NO,NO,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,NO
DLBAJ81,POZO CLAVE 2,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.892820,23.961270,2020,229.77,Alta,3380,Indeseable para riego,,1861,Cultivos con manejo especial,Ligeramente salobres,0.8119,Potable - Optima,616.714,Muy dura e indeseable usos industrial y domestico,1421,Contaminada,3.106493,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0028,Potable - Excelente,0.0602,Potable - Excelente,Rojo,"CONDUC,DT,CF,",SI,NO,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ82,POZO CLAVE 35R,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.915760,23.934330,2020,155.4,Alta,1134,Permisible para riego,,530.2,Cultivos sensibles,Potable - Dulce,0.7515,Potable - Optima,151.392,Potable - Dura,<1.1,Potable - Excelente,6.633247,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0055,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ83,POZO CLAVE 91,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LA PAZ,LOS PLANES,POZO,-109.961260,23.945440,2020,127.65,Media,748,Buena para riego,,258.3333,Excelente para riego,Potable - Dulce,0.4462,Media,75.696,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.834827,Potable - Excelente,0.0569,No apta como FAAP,<0.003,Potable - Excelente,0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.026,Potable - Excelente,Rojo,"AS,",SI,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI
DLBAJ91,POZO NO. 5 PIDER,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.705375,23.315977,2020,144.3,Media,597,Buena para riego,,363,Excelente para riego,Potable - Dulce,0.3728,Baja,199.8992,Potable - Dura,10,Buena calidad,1.217581,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0023,Potable - Excelente,0.0388,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ92,POZO SAN BERNABE,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.699540,23.148380,2020,85.47,Media,266,Buena para riego,,249.2,Excelente para riego,Potable - Dulce,0.2664,Baja,91.0432,Potable - Moderadamente suave,<1.1,Potable - Excelente,2.752412,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0025,Potable - Excelente,0.0607,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLBAJ93,POZO JAVIER ARAMBURO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA SUR,LOS CABOS,SAN JOSE DEL CABO,POZO,-109.697542,23.067150,2020,202.02,Alta,1469,Permisible para riego,,682.8,Cultivos sensibles,Potable - Dulce,2.2275,Alta,184.0656,Potable - Dura,14136,Fuertemente contaminada,2.146111,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0096,Potable - Excelente,0.0257,Potable - Excelente,Rojo,"FLUO,CF,",SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM217M1,POZO DEL SISTEMA DE AGUA POTABLE DE CANDELARIA-CAMPECHE,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-91.046720,18.186800,2020,316.11,Alta,2119,Dudosa para riego,,1408,Cultivos con manejo especial,Ligeramente salobres,0.9497,Potable - Optima,747.99,Muy dura e indeseable usos industrial y domestico,40,Buena calidad,0.526,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00425,Potable - Excelente,0.15967,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM225,POZO DEL SISTEMA DE AGUA POTABLE DE CHULBAC,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.559140,19.745660,2020,145.16,Media,3404,Indeseable para riego,,2386,Cultivos tolerantes,Salobres,0.2482,Baja,777.89,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,5.4536,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.15314,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM226,POZO 1 ORIENTE DE LA GALERIA FILTRANTE DE CHINA,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.498010,19.773640,2020,199.5,Alta,1591,Permisible para riego,,1054,Cultivos con manejo especial,Ligeramente salobres,0.2655,Baja,729.83,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,3.0816,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.26019,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM227,POZO DEL SISTEMA DE AGUA POTABLE DE UAYAMON,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.422250,19.657880,2020,278.86,Alta,766,Permisible para riego,,514,Cultivos sensibles,Potable - Dulce,0.3207,Baja,305.22,Potable - Dura,<1.1,Potable - Excelente,1.0098,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0061,Potable - Excelente,0.2531,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM228,POZO DEL SISTEMA DE AGUA POTABLE DE SEYBAPLAYA,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.653170,19.630130,2020,261.67,Alta,2404,Dudosa para riego,,1572,Cultivos con manejo especial,Ligeramente salobres,0.3284,Baja,781.55,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,4.0016,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2197,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM230,POZO DEL SISTEMA DE AGUA POTABLE DE VILLA MADERO,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.702250,19.529580,2020,291.28,Alta,5791,Indeseable para riego,,3606,Cultivos tolerantes,Salobres,0.6042,Media,580.24,Muy dura e indeseable usos industrial y domestico,40,Buena calidad,3.1708,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2695,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM233,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ULUMAL,PENINSULA DE YUCATAN,CAMPECHE,CHAMPOTON,PENINSULA DE YUCATAN,POZO,-90.622530,19.272760,2020,245.44,Alta,1366,Permisible para riego,,907,Cultivos sensibles,Potable - Dulce,0.9832,Potable - Optima,955.22,Muy dura e indeseable usos industrial y domestico,40,Buena calidad,1.1968,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2799,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM244,POZO DEL SISTEMA DE AGUA POTABLE DE ALFREDO V. BONFIL,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.175640,19.521990,2020,267.4,Alta,957,Permisible para riego,,638,Cultivos sensibles,Potable - Dulce,0.2462,Baja,376.96,Potable - Dura,<1.1,Potable - Excelente,2.1879,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0091,Potable - Excelente,0.2901,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM245,POZO DEL SISTEMA DE AGUA POTABLE DE PUEBLO NUEVO,PENINSULA DE YUCATAN,CAMPECHE,CAMPECHE,PENINSULA DE YUCATAN,POZO,-90.122110,19.747280,2020,309.42,Alta,1332,Permisible para riego,,878,Cultivos sensibles,Potable - Dulce,0.6138,Media,475.64,Potable - Dura,<1.1,Potable - Excelente,2.6617,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1986,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM246,POZO 6 DEL SISTEMA DE AGUA POTABLE DE HOPELCHEN,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.851670,19.742510,2020,319.93,Alta,1211,Permisible para riego,,803,Cultivos sensibles,Potable - Dulce,1.658,Alta,315.78,Potable - Dura,<1.1,Potable - Excelente,1.0291,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0104,Potable - Excelente,0.13971,Potable - Excelente,Rojo,"FLUO,",SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM247,POZO 3 DEL SISTEMA DE AGUA POTABLE DE BOLONCHEN DE REJON,PENINSULA DE YUCATAN,CAMPECHE,HOPELCHEN,PENINSULA DE YUCATAN,POZO,-89.747930,20.008980,2020,300.83,Alta,1751,Permisible para riego,,1158,Cultivos con manejo especial,Ligeramente salobres,1.4981,Potable - Optima,584.19,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.838,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1399,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM248,POZO DEL SISTEMA DE AGUA POTABLE DE NOHALAL,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-89.909550,20.103190,2020,305.6,Alta,1802,Permisible para riego,,1191,Cultivos con manejo especial,Ligeramente salobres,1.7838,Alta,722.34,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,1.4103,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2499,Potable - Excelente,Rojo,"FLUO,DT,",SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM249,POZO 1 DEL SISTEMA DE AGUA POTABLE DE HECELCHAKAN,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.123500,20.195900,2020,296.05,Alta,2266,Dudosa para riego,,1485,Cultivos con manejo especial,Ligeramente salobres,0.4265,Media,659.18,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,5.4816,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00493,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM250,POZO DEL SISTEMA DE AGUA POTABLE DE POMUCH,PENINSULA DE YUCATAN,CAMPECHE,HECELCHAKAN,PENINSULA DE YUCATAN,POZO,-90.166120,20.145730,2020,279.82,Alta,2762,Dudosa para riego,,1777,Cultivos con manejo especial,Ligeramente salobres,0.5588,Media,951.28,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,4.3521,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.01431,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM251,POZO 3 DEL SISTEMA DE AGUA POTABLE DE TENABO,PENINSULA DE YUCATAN,CAMPECHE,TENABO,PENINSULA DE YUCATAN,POZO,-90.226150,20.029830,2020,241.62,Alta,2486,Dudosa para riego,,1595,Cultivos con manejo especial,Ligeramente salobres,0.828,Potable - Optima,832.86,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,2.1409,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM252,POZO DEL SISTEMA DE AGUA POTABLE DE DZITBALCHE,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.059102,20.321355,2020,304.65,Alta,2595,Dudosa para riego,,1699,Cultivos con manejo especial,Ligeramente salobres,0.489,Media,773.65,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,8.3893,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.002,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM253,POZO 2 DEL SISTEMA DE AGUA POTABLE DE CALKINI,PENINSULA DE YUCATAN,CAMPECHE,CALKINI,PENINSULA DE YUCATAN,POZO,-90.060500,20.377210,2020,297.01,Alta,3207,Indeseable para riego,,2097,Cultivos tolerantes,Salobres,0.2469,Baja,959.17,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,5.6645,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.00479,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM256,POZO DEL SISTEMA DE AGUA POTABLE DE CENTENARIO,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.288313,18.648749,2020,275.04,Alta,720,Buena para riego,,502,Cultivos sensibles,Potable - Dulce,0.9052,Potable - Optima,284.2,Potable - Dura,<1.1,Potable - Excelente,0.6119,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0251,Potable - Excelente,0.2005,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM262,POZO DEL SISTEMA DE AGUA POTABLE DE BEL HA,PENINSULA DE YUCATAN,CAMPECHE,CALAKMUL,PENINSULA DE YUCATAN,POZO,-89.315380,18.932640,2020,194.82,Alta,3666,Indeseable para riego,,2398,Cultivos tolerantes,Salobres,2.0459,Alta,376.96,Potable - Dura,<1.1,Potable - Excelente,1.3889,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.11491,Potable - Excelente,Rojo,"CONDUC,SDT_ra,SDT_salin,FLUO,",SI,NO,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM266,POZO 1 DEL SISTEMA DE AGUA POTABLE DE ESCARCEGA,PENINSULA DE YUCATAN,CAMPECHE,ESCARCEGA,PENINSULA DE YUCATAN,POZO,-90.721350,18.605800,2020,147.07,Media,1044,Permisible para riego,,712,Cultivos sensibles,Potable - Dulce,0.4386,Media,238.81,Potable - Dura,<1.1,Potable - Excelente,1.0532,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0024,Potable - Excelente,0.2008,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM267,POZO 4 DEL SISTEMA DE AGUA POTABLE DE CHICBUL,PENINSULA DE YUCATAN,CAMPECHE,CARMEN,PENINSULA DE YUCATAN,POZO,-90.922590,18.773860,2020,173.81,Alta,1022,Permisible para riego,,693,Cultivos sensibles,Potable - Dulce,0.2079,Baja,256.57,Potable - Dura,<1.1,Potable - Excelente,0.9395,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.2641,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
DLCAM5388,POZO DE A.P. EL RAMONAL,PENINSULA DE YUCATAN,CAMPECHE,CANDELARIA,PENINSULA DE YUCATAN,POZO,-90.660710,17.833970,2020,289.37,Alta,2073,Dudosa para riego,,1379,Cultivos con manejo especial,Ligeramente salobres,0.8061,Potable - Optima,707.55,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.6267,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0831,Potable - Excelente,0.11319,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
