CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,ACUIFERO,SUBTIPO,LONGITUD,LATITUD,PERIODO,ALC_mg/L,CALIDAD_ALC,CONDUCT_mS/cm,CALIDAD_CONDUC,SDT_mg/L,SDT_M_mg/L,CALIDAD_SDT_ra,CALIDAD_SDT_salin,FLUORUROS_mg/L,CALIDAD_FLUO,DUR_mg/L,CALIDAD_DUR,COLI_FEC_NMP/100_mL,CALIDAD_COLI_FEC,N_NO3_mg/L,CALIDAD_N_NO3,AS_TOT_mg/L,CALIDAD_AS,CD_TOT_mg/L,CALIDAD_CD,CR_TOT_mg/L,CALIDAD_CR,HG_TOT_mg/L,CALIDAD_HG,PB_TOT_mg/L,CALIDAD_PB,MN_TOT_mg/L,CALIDAD_MN,FE_TOT_mg/L,CALIDAD_FE,SEMAFORO,CONTAMINANTES,CUMPLE_CON_ALC,CUMPLE_CON_COND,CUMPLE_CON_SDT_ra,CUMPLE_CON_SDT_salin,CUMPLE_CON_FLUO,CUMPLE_CON_DUR,CUMPLE_CON_CF,CUMPLE_CON_NO3,CUMPLE_CON_AS,CUMPLE_CON_CD,CUMPLE_CON_CR,CUMPLE_CON_HG,CUMPLE_CON_PB,CUMPLE_CON_MN,CUMPLE_CON_FE
OCPBC4335,SAN SIMON 1 (POZO No 10 LOS PINOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN SIMON,POZO,-115.870444,30.434638,2020,178,Alta,1120,Permisible para riego,,1700,Cultivos con manejo especial,Ligeramente salobres,0.2978,Baja,701.7669,Muy dura e indeseable usos industrial y domestico,9,Buena calidad,8.863363,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"DT,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4336,SAN SIMON 3 (POZO No 4 P10 MORELOS),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN SIMON,POZO,-115.823889,30.486000,2020,136,Media,,,,648,Cultivos sensibles,Potable - Dulce,0.4733,Media,293.0001,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,ND,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4354,GOLFO DE SANTA CLARA,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.492423,31.693870,2020,194.37,Alta,2900,Dudosa para riego,,2714,Cultivos tolerantes,Salobres,1.2346,Potable - Optima,494.7502,Potable - Dura,<1.1,Potable - Excelente,0.15754,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0063,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0112,Potable - Excelente,0.0859,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,",SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4363,"LOTE NO. 3-A, COL. BOJORQUEZ",PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-115.034722,32.263333,2020,191.235,Alta,1380,Permisible para riego,,1300,Cultivos con manejo especial,Ligeramente salobres,0.6652,Media,208.2851,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0686,Potable - Excelente,0.1198,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4364,POZO NO. 19 CH. ELIAS,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,VALLE DE MEXICALI,POZO,-115.040083,32.331944,2020,164.065,Alta,1385,Permisible para riego,,1396,Cultivos con manejo especial,Ligeramente salobres,0.2693,Baja,457.4937,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1855,Sin efectos en la salud - Puede dar color al agua,0.2642,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPBC4365,"PARCELA NO. 22, EJIDO LAGUNITAS",PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.904922,32.321953,2020,156.75,Alta,680,Buena para riego,,604,Cultivos sensibles,Potable - Dulce,0.6097,Media,89.0254,Potable - Moderadamente suave,<1.1,Potable - Excelente,0.02974,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0578,Potable - Excelente,0.079,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4366,VALLE DE SAN LUIS RIO COLORADO,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.852722,32.324167,2020,134.805,Media,718,Buena para riego,,632,Cultivos sensibles,Potable - Dulce,0.6304,Media,90.0397,Potable - Moderadamente suave,4,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0358,Potable - Excelente,0.0371,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4367,SISTEMA DE INFILTRACION DE AGUAS RESIDUALES 1,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.814167,32.394722,2020,438.9,Indeseable como FAAP,1420,Permisible para riego,,1450,Cultivos con manejo especial,Ligeramente salobres,<0.2,Baja,528.7296,Muy dura e indeseable usos industrial y domestico,9,Buena calidad,7.629346,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.4894,Puede afectar la salud,0.1428,Potable - Excelente,Amarillo,"ALC,DT,MN,",NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPBC4368,SISTEMA DE INFILTRACION DE AGUAS RESIDUALES 2,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.815556,32.389167,2020,415.91,Indeseable como FAAP,1311,Permisible para riego,,1252,Cultivos con manejo especial,Ligeramente salobres,<0.2,Baja,492.6045,Potable - Dura,<1.1,Potable - Excelente,8.329258,Potable - Buena calidad,0.0353,No apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.008,Puede afectar la salud,1.683,Sin efectos en la salud - Puede dar color al agua,Rojo,"ALC,AS,MN,FE,",NO,SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,NO,NO
OCPBC4371,POZO NO. R-89 EJIDO HERMOSILLO,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,VALLE DE MEXICALI,POZO,-114.905833,32.501378,2020,206.91,Alta,2185,Dudosa para riego,,2978,Cultivos tolerantes,Salobres,0.2606,Baja,1410.3813,Muy dura e indeseable usos industrial y domestico,9,Buena calidad,0.063311,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.449,Puede afectar la salud,1.793,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,MN,FE,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
OCPBC4372,POZO SR 2-A (NORIA),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN RAFAEL,POZO,-116.194721,31.090335,2020,237.215,Alta,1520,Permisible para riego,,2128,Cultivos tolerantes,Salobres,0.7273,Potable - Optima,841.7229,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,1.240255,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0028,Potable - Excelente,0.045,Potable - Excelente,Amarillo,"SDT_ra,SDT_salin,DT,",SI,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4374,POZO NO. 1  ULLOA,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,MEXICALI,VALLE DE MEXICALI,POZO,-114.780743,32.677713,2020,217.36,Alta,608,Buena para riego,,654,Cultivos sensibles,Potable - Dulce,0.3214,Baja,307.5316,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.3106,Sin efectos en la salud - Puede dar color al agua,0.3491,Sin efectos en la salud - Puede dar color al agua,Amarillo,"MN,FE,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO
OCPBC4376,LOTE NO. 5 MZA 81 AV REVOLUCION Y CALLE TERCERA,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,VALLE DE SAN LUIS RIO COLORADO,POZO,-114.897222,32.475555,2020,267.52,Alta,1745,Permisible para riego,,1222,Cultivos con manejo especial,Ligeramente salobres,0.3839,Baja,507.8192,Muy dura e indeseable usos industrial y domestico,43,Buena calidad,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.5545,Puede afectar la salud,0.4149,Sin efectos en la salud - Puede dar color al agua,Amarillo,"DT,MN,FE,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
OCPBC4440,SAN TELMO 1 (POZO EX EJIDO SINALOA),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN TELMO,POZO,-116.016139,30.958833,2020,173.4,Alta,2440,Dudosa para riego,,1642,Cultivos con manejo especial,Ligeramente salobres,0.261,Baja,810.4779,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,3.033256,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0333,Potable - Excelente,Amarillo,"CONDUC,DT,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC4441,SAN TELMO 2 (POZO EJIDO DIAZ ORDAZ),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN TELMO,POZO,-116.157083,30.965888,2020,189.72,Alta,3490,Indeseable para riego,,2278,Cultivos tolerantes,Salobres,0.2972,Baja,1137.5711,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,1.78816,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.1362,Potable - Excelente,Amarillo,"CONDUC,SDT_ra,SDT_salin,DT,",SI,NO,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC5358,POZO 10,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TECATE,SAN FELIPE-PUNTA ESTRELLA,POZO,-116.621800,32.571650,2020,277.2,Alta,1451,Permisible para riego,,1096,Cultivos con manejo especial,Ligeramente salobres,0.4959,Media,443.6708,Potable - Dura,4,Buena calidad,7.082356,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0856,Potable - Excelente,0.0312,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC5359,POZO PB-14,PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,TECATE,SAN FELIPE-PUNTA ESTRELLA,POZO,-116.580730,32.563580,2020,334.62,Alta,1312,Permisible para riego,,788,Cultivos sensibles,Potable - Dulce,0.6894,Media,353.6976,Potable - Dura,<1.1,Potable - Excelente,2.059611,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.0256,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC5360,POZO NO. 2 (CASCABEL),PENINSULA DE BAJA CALIFORNIA,BAJA CALIFORNIA,ENSENADA,SAN FELIPE-PUNTA ESTRELLA,POZO,-114.816930,30.833740,2020,115.47,Media,1274,Permisible para riego,,672,Cultivos sensibles,Potable - Dulce,1.2508,Potable - Optima,240.6035,Potable - Dura,<1.1,Potable - Excelente,5.369985,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,0.0099,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.004,Potable - Excelente,0.0359,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPBC5361,POZO NO. 3,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,SAN FELIPE-PUNTA ESTRELLA,POZO,-114.779490,32.472230,2020,177.65,Alta,1365,Permisible para riego,,756,Cultivos sensibles,Potable - Dulce,0.2686,Baja,266.1789,Potable - Dura,<1.1,Potable - Excelente,<0.02,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.1891,Sin efectos en la salud - Puede dar color al agua,<0.025,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPBC5362,POZO 15,PENINSULA DE BAJA CALIFORNIA,SONORA,SAN LUIS RIO COLORADO,SAN FELIPE-PUNTA ESTRELLA,POZO,-114.806360,32.443770,2020,210.045,Alta,1970,Permisible para riego,,1498,Cultivos con manejo especial,Ligeramente salobres,0.2882,Baja,565.752,Muy dura e indeseable usos industrial y domestico,<1.1,Potable - Excelente,0.942674,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.2317,Sin efectos en la salud - Puede dar color al agua,0.0924,Potable - Excelente,Amarillo,"DT,MN,",SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4447,POZO CNA 7,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,POZO,-107.426540,24.799210,2020,317.55,Alta,1098,Permisible para riego,,630.6667,Cultivos sensibles,Potable - Dulce,0.3034,Baja,326.688,Potable - Dura,<1.1,Potable - Excelente,8.184094,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4454,LOMA DE RODRIGUERA,PACIFICO NORTE,SINALOA,CULIACAN,RIO CULIACAN,POZO,-107.400470,24.871680,2020,150.015,Alta,436,Buena para riego,,234.3333,Excelente para riego,Potable - Dulce,0.2805,Baja,159.36,Potable - Dura,1529,Contaminada,0.230189,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,0.056,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4460M1,POZO CNA 197 COFRADIA NAVOLATO,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,POZO,-107.644600,24.765990,2020,336.33,Alta,782,Permisible para riego,,493.4,Excelente para riego,Potable - Dulce,0.2294,Baja,286.984,Potable - Dura,41,Buena calidad,3.40806,Potable - Excelente,0.025,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,3.279,Puede afectar la salud,<0.025,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4461,POZO CNA RC-5,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,POZO,-107.596610,24.766210,2020,281.94,Alta,857,Permisible para riego,,485.2,Excelente para riego,Potable - Dulce,0.2815,Baja,263.2336,Potable - Dura,20,Buena calidad,3.534655,Potable - Excelente,0.0149,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.771,Puede afectar la salud,0.03,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4462,POZO CNA 135,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,POZO,-107.711810,24.760860,2020,196.47,Alta,614,Buena para riego,,349.4,Excelente para riego,Potable - Dulce,0.2078,Baja,221.6704,Potable - Dura,<1.1,Potable - Excelente,0.047623,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0474,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4465,LAS TRANCAS,PACIFICO NORTE,SINALOA,NAVOLATO,RIO CULIACAN,POZO,-107.724290,24.703950,2020,293.04,Alta,1079,Permisible para riego,,622.2,Cultivos sensibles,Potable - Dulce,0.3618,Baja,308.7552,Potable - Dura,<1.1,Potable - Excelente,2.776422,Potable - Excelente,0.02,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.584,Puede afectar la salud,<0.025,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4492,BOCA DE ARROYO (CNA-402),PACIFICO NORTE,SINALOA,MOCORITO,RIO MOCORITO,POZO,-107.971630,25.465170,2020,559.44,Indeseable como FAAP,3060,Indeseable para riego,,1970.8,Cultivos con manejo especial,Ligeramente salobres,0.3154,Baja,746.175,Muy dura e indeseable usos industrial y domestico,148,Buena calidad,14.834737,No apta como FAAP,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.224,Puede afectar la salud,<0.025,Potable - Excelente,Rojo,"ALC,CONDUC,DT,MN,NO3,",NO,NO,SI,SI,SI,NO,SI,NO,SI,SI,SI,SI,SI,NO,SI
OCPNO4498,POZO CNA-159,PACIFICO NORTE,SINALOA,SALVADOR ALVARADO,RIO MOCORITO,POZO,-108.131710,25.437210,2020,455.1,Indeseable como FAAP,1382,Permisible para riego,,825,Cultivos sensibles,Potable - Dulce,0.4473,Media,326.3272,Potable - Dura,<1.1,Potable - Excelente,20.525765,No apta como FAAP,0.0146,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0096,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"ALC,NO3,",NO,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4499,POZO CNA 188,PACIFICO NORTE,SINALOA,ANGOSTURA,RIO MOCORITO,POZO,-108.195760,25.293590,2020,369.63,Alta,1171,Permisible para riego,,713.8,Cultivos sensibles,Potable - Dulce,0.383,Baja,300.8384,Potable - Dura,73,Buena calidad,12.944124,No apta como FAAP,0.0138,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0296,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4500,POZO CNA 1,PACIFICO NORTE,SINALOA,ANGOSTURA,RIO MOCORITO,POZO,-108.150200,25.368810,2020,328.56,Alta,909,Permisible para riego,,531.6,Cultivos sensibles,Potable - Dulce,0.3088,Baja,312.7136,Potable - Dura,41,Buena calidad,9.046731,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4509,POZO #1 BASE 10,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,POZO,-108.458310,25.567870,2020,183.15,Alta,710,Buena para riego,,394.6,Excelente para riego,Potable - Dulce,<0.2,Baja,248.725,Potable - Dura,<1.1,Potable - Excelente,0.130182,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.8283,Puede afectar la salud,0.0285,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4510,POZO CNA EL VARAL,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,POZO,-108.419400,25.637500,2020,357.42,Alta,2830,Dudosa para riego,,1850.6,Cultivos con manejo especial,Ligeramente salobres,0.2437,Baja,927.2468,Muy dura e indeseable usos industrial y domestico,20,Buena calidad,7.966361,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,1.96,Puede afectar la salud,0.3391,Sin efectos en la salud - Puede dar color al agua,Amarillo,"CONDUC,DT,MN,FE,",SI,NO,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,NO,NO
OCPNO4512,LA ENTRADA,PACIFICO NORTE,SINALOA,GUASAVE,RIO SINALOA,POZO,-108.579000,25.588200,2020,146.52,Media,2052,Dudosa para riego,,1400.4,Cultivos con manejo especial,Ligeramente salobres,0.2573,Baja,437.756,Potable - Dura,10,Buena calidad,1.027339,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Amarillo,"CONDUC,",SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4531,POZO CNA-350 BOCA DE ARROYO,PACIFICO NORTE,SINALOA,EL FUERTE,RIO FUERTE,POZO,-108.745410,26.322600,2020,238.65,Alta,624,Buena para riego,,427.2,Excelente para riego,Potable - Dulce,0.4279,Media,216.8882,Potable - Dura,1872,Contaminada,6.253069,Potable - Buena calidad,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"CF,",SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI
OCPNO4551M1,POZO 12 LAS QUINTAS,PACIFICO NORTE,SINALOA,AHOME,RIO FUERTE,POZO,-109.201950,25.917140,2020,160.95,Alta,393,Buena para riego,,252.2,Excelente para riego,Potable - Dulce,0.3793,Baja,155.2044,Potable - Dura,171,Buena calidad,0.94495,Potable - Excelente,0.0117,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.4764,Puede afectar la salud,<0.025,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4572,"EL DORADO, LA CRUZ DE NAVITO",PACIFICO NORTE,SINALOA,CULIACAN,RIO SAN LORENZO,POZO,-107.327620,24.347630,2020,187.245,Alta,526,Buena para riego,,374.3333,Excelente para riego,Potable - Dulce,0.2113,Baja,219.12,Potable - Dura,20,Buena calidad,4.704914,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.2667,Sin efectos en la salud - Puede dar color al agua,<0.025,Potable - Excelente,Amarillo,"MN,",SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,SI
OCPNO4575,QUILA,PACIFICO NORTE,SINALOA,CULIACAN,RIO SAN LORENZO,POZO,-107.218820,24.415100,2020,286.89,Alta,783,Permisible para riego,,486,Excelente para riego,Potable - Dulce,0.5687,Media,258.96,Potable - Dura,<1.1,Potable - Excelente,11.134722,No apta como FAAP,0.0123,Apta como FAAP,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,<0.0015,Potable - Excelente,<0.025,Potable - Excelente,Rojo,"NO3,",SI,SI,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI
OCPNO4577,TABALA,PACIFICO NORTE,SINALOA,CULIACAN,RIO SAN LORENZO,POZO,-107.091890,24.443650,2020,179.82,Alta,549,Buena para riego,,316,Excelente para riego,Potable - Dulce,0.3377,Baja,181.272,Potable - Dura,<1.1,Potable - Excelente,3.510649,Potable - Excelente,<0.01,Potable - Excelente,<0.003,Potable - Excelente,<0.005,Potable - Excelente,<0.0005,Potable - Excelente,<0.005,Potable - Excelente,0.0029,Potable - Excelente,0.0266,Potable - Excelente,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI
